pattern,prob_feature,occur_feature,log_occur_feature,prob_log_occur,constant,outsideSentence,new_outside,frequency,quote,dash,parenthesis,capital,avg_idf,stop_ratio,first_stop,last_stop,F1.1,F4.1
the palak paneer,9.1578726838,0.0140067384,9.6532782412,0.0002134961,1,0.2290082800,1.4005403711,19,0.0000000000,0.0000000000,0.0000000000,0.1500000000,0.0154869968,0.3333333333,1,0,0.0000000000,0.0000000000
was fairly,22.9919959559,0.0187076027,13.3012986307,0.0001908875,1,0.2042594022,0.7549817604,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0140935288,0.5000000000,1,0,0.0000000000,0.0000000000
they know,8.0353692287,0.0097534999,7.7970637859,0.0000986830,1,0.2800065900,0.5297649591,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0085443636,1.0000000000,1,1,0.0000000000,0.0000000000
fine dining,392.6069057105,0.0604322632,19.8095659709,0.0002222380,1,0.0000000000,0.0000000000,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0016096850,0.0000000000,0,0,0.5495100409,-0.0001173498
very attentive and,17.3648874990,0.0207544030,13.3885582392,0.0003186277,1,0.1998853569,0.5757735545,22,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0144920071,0.6666666667,1,1,0.0000000000,0.0000000000
make reservations,593.1533059736,0.0742802522,21.1781513582,0.0002375918,1,0.0909090909,0.0909090909,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019864092,0.5000000000,1,0,0.0000000000,0.0000000000
quality ingredients,373.7458912769,0.0562188248,18.7319924686,0.0002003692,1,0.0621685752,0.0814679686,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019388390,0.0000000000,0,0,0.2911366087,-0.0001826277
you walk in,78.9717316153,0.0389065936,18.0142193961,0.0003768584,1,0.4095476394,0.9030840578,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0109000242,0.6666666667,1,1,0.0000000000,0.0000000000
makes up for,117.9889048531,0.0446713556,18.4764179197,0.0003630795,1,0.0797912956,0.1399818618,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0087322265,0.6666666667,0,1,0.0000000000,0.0000000000
without the,3.0155478203,0.0069607087,4.8112720664,0.0000709388,1,0.2862559005,0.9567608629,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0218481390,1.0000000000,1,1,0.0000000000,0.0000000000
wasn't as,14.3084112225,0.0134720872,10.3054182933,0.0001350076,1,0.0000000000,0.0000000000,15,0,0,0,0,0.0075267511,1.0000000000,1,1,0.0000000000,0.0000000000
is amazing and,5.3137683337,0.0088254306,6.0223568057,0.0001101733,1,0.3396347653,0.5540587679,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0184099617,0.6666666667,1,1,0.0000000000,0.0000000000
the health,9.3338384915,0.0088843097,7.0634099348,0.0000755547,1,0.1487037212,0.6921196013,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0210883681,0.5000000000,1,0,0.0000000000,0.0000000000
to choose from,72.5899172437,0.0718077539,34.0097522696,0.0013696579,1,0.1502471838,0.4125787730,63,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0112592542,0.6666666667,1,1,0.0000000000,0.0000000000
the curries are,19.2631115074,0.0203143503,12.8944597488,0.0002851795,1,0.3128224084,1.2116160012,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0181241527,0.6666666667,1,1,0.0000000000,0.0000000000
turned out to be,305.5220292102,0.0811680111,23.5925006228,0.0006580752,1,0.1581267740,0.3212112621,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0110247101,0.7500000000,0,1,2.6125032479,0.0023835521
is huge,8.3165983396,0.0095617655,7.6374709518,0.0000931469,1,0.1849042299,0.3530175356,13,0.0000000000,0.0000000000,0.0000000000,0.1538461538,0.0113952549,0.5000000000,1,0,0.0000000000,0.0000000000
water glasses were,102.5209016393,0.0356586969,15.3561939857,0.0002584153,1,0.2146164837,0.5288740138,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0053832670,0.3333333333,0,1,0.0000000000,0.0000000000
than that,10.1517141983,0.0173339389,13.7113583987,0.0002743858,1,0.1768844105,0.2927002124,35,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0102801437,1.0000000000,1,1,0.0000000000,0.0000000000
ask for a,9.2245726779,0.0124905533,8.6052688640,0.0001691019,1,0.1982795364,0.2686407348,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0158759325,1.0000000000,1,1,0.0000000000,0.0000000000
tikka masala was,9.6227116832,0.0287156367,19.7381937717,0.0008730770,1,0.2174866309,0.5087182603,76,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0129606706,0.3333333333,0,1,0.0000000000,0.0000000000
and we got,2.5957821519,0.0056740529,3.1636881850,0.0000532388,1,0.3841252323,0.7195581694,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0180971450,1.0000000000,1,1,0.0000000000,0.0000000000
mixed vegetables,992.0570469799,0.0960634578,22.8839834280,0.0002567291,1,0.1324616178,0.0719240020,11,0.0000000000,0.0000000000,0.0000000000,0.0909090909,0.0011095787,0.0000000000,0,0,1.7855117574,0.0002285445
i'm not sure,392.8066887174,0.1442783887,40.9510023159,0.0014244651,1,0.0000000000,0.0000000000,47,0,0,0,0,0.0070831219,1.0000000000,1,1,0.0000000000,0.0000000000
lot of food,9.3975057218,0.0138103749,9.5054001670,0.0002046186,1,0.1190787811,0.1933336719,18,0.0000000000,0.0000000000,0.0000000000,0.0555555556,0.0143513267,0.3333333333,0,0,0.0000000000,0.0000000000
we ordered was,2.9967582669,0.0071192526,4.2507197757,0.0000835308,1,0.2742574947,0.5074184638,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0176194887,0.6666666667,1,1,0.0000000000,0.0000000000
looking for indian,10.9040043277,0.0110880691,7.5550927149,0.0001212211,1,0.1606104715,0.2014718294,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0120462332,0.6666666667,1,0,0.0000000000,0.0000000000
on a friday night,230.7154423959,0.0820429804,26.0950070271,0.0008466393,1,0.1681827032,0.5129849971,23,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0109662556,0.5000000000,1,0,0.0000000000,0.0000000000
the most part,27.3014775876,0.0200044986,11.9233447088,0.0002181263,1,0.1662194920,1.0222435262,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0156901957,1.0000000000,1,1,0.0000000000,0.0000000000
much as i,22.0485438100,0.0172720345,10.7153204023,0.0001883363,1,0.6410444803,1.0250456077,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0154866391,1.0000000000,1,1,0.0000000000,0.0000000000
favorite is,4.2395774007,0.0070846574,5.4046878788,0.0000684040,1,0.1850990228,0.3077278499,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0121386066,0.5000000000,0,1,0.0000000000,0.0000000000
are plenty of,45.3613686679,0.0267590080,14.2731538817,0.0002709707,1,0.1216020386,0.1596342576,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0113462367,0.6666666667,1,1,0.0000000000,0.0000000000
went in,9.2121516359,0.0178717062,14.2182874746,0.0003079543,1,0.1150118890,0.1780506037,41,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0112602310,1.0000000000,1,1,0.0000000000,0.0000000000
was when,0.9005445005,0.0028942929,-0.3474353449,-0.0000038978,1,0.2905577581,0.4007675674,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0170406248,1.0000000000,1,1,0.0000000000,0.0000000000
best food,3.0100114034,0.0073111765,5.0497411833,0.0000782755,1,0.2590196134,0.3486451408,21,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0120280566,0.5000000000,1,0,0.0000000000,0.0000000000
was called,10.6991296166,0.0099761763,7.8609393528,0.0000881897,1,0.2286649864,0.5256183000,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0141967444,0.5000000000,1,0,0.0000000000,0.0000000000
clay oven,15160.6666666667,0.3580574370,30.4415382459,0.0003256220,1,0.0000000000,0.0000000000,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003802898,0.0000000000,0,0,78.1227231132,0.0014195867
have a lunch,20.0926360145,0.0190388787,12.0014135220,0.0002435739,1,0.2572874544,0.5304978743,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0160835834,0.6666666667,1,0,0.0000000000,0.0000000000
it was only,5.4485634714,0.0095995208,6.5660700260,0.0001290296,1,0.1977654995,0.2598976117,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0181829261,1.0000000000,1,1,0.0000000000,0.0000000000
in vegas and,4.0231047897,0.0114694499,7.4964398888,0.0002048295,1,0.2028586685,0.3862572708,29,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0176494302,0.6666666667,1,1,0.0000000000,0.0000000000
weekday lunch,227.7165414982,0.0438824472,17.1651644788,0.0001836095,1,0.0000000000,0.0000000000,10,0.0000000000,0.0000000000,0.0909090909,0.5454545455,0.0042937435,0.0000000000,0,0,0.0000000000,0.0000000000
on a thursday,242.2512145157,0.0618386382,20.5416065006,0.0003899750,1,0.1158528500,0.5076793808,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0133948599,0.6666666667,1,0,0.0000000000,0.0000000000
it's very,5.6239528198,0.0092523198,7.3271879637,0.0001051528,1,0.0000000000,0.0000000000,18,0,0,0,0,0.0091708523,1.0000000000,1,1,0.0000000000,0.0000000000
let us,146.4233661461,0.0567394885,25.4262719898,0.0004385473,1,0.2049974328,0.2662332423,26,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0039985790,1.0000000000,1,1,0.0000000000,0.0000000000
sauce that,12.6242709283,0.0175952605,13.6547381864,0.0002487307,1,0.1912720989,0.2195648431,29,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0097104477,0.5000000000,0,1,0.0000000000,0.0000000000
for the next,14.2094164984,0.0149766630,9.9300027925,0.0001885175,1,0.2574770401,0.7418716645,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0210910601,1.0000000000,1,1,0.0000000000,0.0000000000
the end of,25.7829338637,0.0407067577,24.5347935637,0.0009398492,1,0.3169675425,1.5202891705,57,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0218064925,0.6666666667,1,1,0.0000000000,0.0000000000
i went for,18.7908255877,0.0301835332,19.2353852477,0.0006399904,1,0.2586990408,0.5079830020,43,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0176723906,1.0000000000,1,1,0.0000000000,0.0000000000
i tend to,22.3110264744,0.0158607125,9.8191283331,0.0001575474,1,0.2624241617,0.7799851134,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0183487653,0.6666666667,1,1,0.0000000000,0.0000000000
as well,154.2911644862,0.2158232288,95.2061065915,0.0060847957,1,0.2509721729,0.3224184130,357,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0087232302,1.0000000000,1,1,0.0000000000,0.0000000000
won't be back,114.9353981727,0.0394348727,16.4349805263,0.0002888672,1,0.0000000000,0.0000000000,12,0,0,0,0,0.0061076851,1.0000000000,1,1,0.0000000000,0.0000000000
it was quite,13.5924884903,0.0151620538,10.1066171347,0.0001986048,1,0.1937703242,0.6244420200,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0171915090,1.0000000000,1,1,0.0000000000,0.0000000000
when it comes,360.4547856127,0.1104203051,32.2464345143,0.0008961499,1,0.1315884258,0.2924542855,30,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0097361076,1.0000000000,1,1,0.0000000000,0.0000000000
first time here,45.5637811456,0.0351138474,18.7097568661,0.0004650633,1,0.0311657222,0.0311585954,24,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0069692883,1.0000000000,1,1,0.0000000000,0.0000000000
things and,2.3672103835,0.0052939032,3.2242318502,0.0000408073,1,0.2995059085,0.9195558330,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0165620913,0.5000000000,0,1,0.0000000000,0.0000000000
salad bar,512.5237194641,0.0690473279,20.6935729087,0.0002321555,1,0.0000000000,0.0000000000,11,0.0000000000,0.0000000000,0.0000000000,0.0909090909,0.0014266002,0.0000000000,0,0,0.5908349456,-0.0001518708
in i,0.1570606515,0.0012624607,-6.4124789814,-0.0000751387,1,0.7435277632,1.1998171513,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0237049785,1.0000000000,1,1,0.0000000000,0.0000000000
for the buffet,12.0046147297,0.0289689581,19.5692019793,0.0007818210,1,0.2536773398,0.5786896665,62,0.0000000000,0.0000000000,0.0000000000,0.0158730159,0.0234101753,0.6666666667,1,0,0.0000000000,0.0000000000
it a go,47.3773364174,0.0231125699,12.2005225167,0.0001957568,1,0.2734722453,0.5458174600,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0184563536,1.0000000000,1,1,0.0000000000,0.0000000000
this is the best,41.8464288349,0.0576748769,25.5990585709,0.0011872714,1,0.1751991997,0.4094247045,47,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0209309481,1.0000000000,1,1,0.0000000000,0.0000000000
buffet is great,20.8654297074,0.0168022409,10.5242653225,0.0001849783,1,0.3526222623,0.4644965209,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0136568638,0.3333333333,0,0,0.0000000000,0.0000000000
ask if,25.0434568989,0.0145526032,10.1844712510,0.0001089395,1,0.0593748013,0.0815106109,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0053794766,1.0000000000,1,1,0.0000000000,0.0000000000
it with,1.6631495112,0.0083857942,3.5971448318,0.0000860379,1,0.2792395949,0.3593615011,50,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0179858418,1.0000000000,1,1,0.0000000000,0.0000000000
they offer a,28.4241917430,0.0294163552,17.3927723765,0.0004585525,1,0.1419525592,0.2799500153,27,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0140778762,0.6666666667,1,1,0.0000000000,0.0000000000
i haven't had,41.6472494189,0.0256401226,13.9535209048,0.0002649026,1,0.0000000000,0.0000000000,14,0,0,0,0,0.0147893978,1.0000000000,1,1,0.0000000000,0.0000000000
as i have,4.4662137062,0.0080910399,5.3958553261,0.0000987121,1,0.4682428082,1.1142712394,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0181293190,1.0000000000,1,1,0.0000000000,0.0000000000
food and great,20.8183294146,0.0237351224,14.8724876083,0.0003696814,1,0.4038951207,0.6193919273,24,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193255900,0.3333333333,0,0,0.0000000000,0.0000000000
best part is,29.9553152252,0.0183780684,10.7508167976,0.0001724963,1,0.2402647847,0.4319906060,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0096577938,1.0000000000,1,1,0.0000000000,0.0000000000
i'd say,142.8532880640,0.0479088195,21.6280638747,0.0003188905,1,0.0000000000,0.0000000000,19,0,0,0,0,0.0029191313,1.0000000000,1,1,0.0000000000,0.0000000000
first visit,167.3128499940,0.0733246495,31.5609700461,0.0006580960,1,0.0000000000,0.0000000000,38,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0036210202,0.5000000000,1,0,0.0000000000,0.0000000000
even get,12.0214866186,0.0100826023,7.8636219442,0.0000841143,1,0.0000000000,0.0000000000,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0056912682,1.0000000000,1,1,0.0000000000,0.0000000000
so i don't,14.8615673499,0.0168779496,11.1273488492,0.0002327847,1,0.0000000000,0.0000000000,17,0,0,0,0,0.0156088507,1.0000000000,1,1,0.0000000000,0.0000000000
of the worst,17.7373350060,0.0148321273,9.5375241833,0.0001604983,1,0.2166742160,1.0290251870,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0216170394,0.6666666667,1,0,0.0000000000,0.0000000000
a lamb dish,28.9856572589,0.0213903806,12.5974163192,0.0002391574,1,0.2859589138,0.5993119706,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0125625599,0.3333333333,1,0,0.0000000000,0.0000000000
definitely be back,248.8348812910,0.1275652968,42.0146174792,0.0016235017,1,0.0277779294,0.0229189932,58,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0072088389,1.0000000000,1,1,0.0000000000,0.0000000000
was more,5.8150132856,0.0184201622,14.6233384202,0.0004108830,1,0.2393153580,0.5211381594,69,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0170069573,1.0000000000,1,1,0.0000000000,0.0000000000
i always get the,14.5193043201,0.0135710073,8.4606077768,0.0001810000,1,0.2153136646,0.5527750401,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0206839877,1.0000000000,1,1,0.0000000000,0.0000000000
place on,2.8849046648,0.0078096089,5.2974592715,0.0000895952,1,0.2204087302,0.2609136897,25,0.0000000000,0.0000000000,0.0000000000,0.0400000000,0.0120304228,0.5000000000,0,1,0.0000000000,0.0000000000
addition to,61.7311080745,0.0421293777,24.0397784224,0.0004741514,1,0.0913494576,0.2873660151,34,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0127521154,0.5000000000,0,1,0.0000000000,0.0000000000
an hour,292.2477963588,0.1018811449,36.7950667400,0.0008066058,1,0.0416666667,0.0595842952,42,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040791620,0.5000000000,1,0,0.2313865944,-0.0003769954
is a must,52.2506284143,0.0440925937,22.7257880750,0.0006623908,1,0.2155978277,0.4383021936,33,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0166694877,1.0000000000,1,1,0.0000000000,0.0000000000
garlic naan were,6.0884957575,0.0094469061,6.5130716068,0.0001191505,1,0.0688667703,0.0551181132,13,0.0000000000,0.0833333333,0.0000000000,0.0000000000,0.0089391544,0.3333333333,0,1,0.0000000000,0.0000000000
back when,9.1119955308,0.0103863826,8.2675352395,0.0001046375,1,0.1505220942,0.1093620307,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0068624686,1.0000000000,1,1,0.0000000000,0.0000000000
this was our,23.0957729382,0.0183992807,11.3201676598,0.0002070918,1,0.2056492949,0.3885018659,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0169716412,1.0000000000,1,1,0.0000000000,0.0000000000
with a side of,74.9638938965,0.0477717189,21.1489266887,0.0007009242,1,0.2420792294,0.4327788646,24,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0168444814,1.0000000000,1,1,0.0000000000,0.0000000000
such as,80.1740927022,0.0507577514,27.0260265166,0.0005635352,1,0.1250406532,0.2255573842,38,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0067962713,1.0000000000,1,1,0.0000000000,0.0000000000
am not sure,167.0242937853,0.0494793990,18.4537135859,0.0003375933,1,0.0705985078,0.0990396027,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0066168698,1.0000000000,1,1,0.0000000000,0.0000000000
about what,12.7161156947,0.0131168870,10.1714805655,0.0001376231,1,0.0414730275,0.0296366247,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0064967204,1.0000000000,1,1,0.0000000000,0.0000000000
is great for,8.2334936720,0.0114003717,7.8882011249,0.0001497547,1,0.3175264119,0.5021659906,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0163708625,0.6666666667,1,1,0.0000000000,0.0000000000
part of town,368.2657462435,0.0815086258,23.6352192563,0.0004796870,1,0.0596958011,0.1111822364,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0088249972,0.6666666667,1,0,0.1934427262,-0.0004647167
the time,3.5464689049,0.0197452803,14.4340785436,0.0005566828,1,0.3191068708,1.2141317217,130,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0244801779,1.0000000000,1,1,0.0000000000,0.0000000000
that you get,11.9510010731,0.0121747879,8.2279326841,0.0001384603,1,0.1829741460,0.2038476472,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0120323353,1.0000000000,1,1,0.0000000000,0.0000000000
saturday night,890.5002879291,0.1600110738,39.6025624376,0.0007811058,1,0.0219123000,0.0070813555,34,0.0000000000,0.0000000000,0.0000000000,0.0285714286,0.0020286750,0.0000000000,0,0,3.6123986911,0.0017666592
is for the,1.6821450202,0.0058429327,2.2064691950,0.0000474977,1,0.3048195197,0.5673172983,18,0.0000000000,0.0000000000,0.0000000000,0.0555555556,0.0269851305,1.0000000000,1,1,0.0000000000,0.0000000000
are very friendly,25.6893465415,0.0186436126,11.2447384118,0.0001976416,1,0.1607842604,0.1717981733,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0086418231,0.6666666667,1,0,0.0000000000,0.0000000000
the indian food,0.3453207026,0.0028594590,-4.8725689717,-0.0001132938,1,0.3510187987,0.7621494261,21,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0249297747,0.3333333333,1,0,0.0000000000,0.0000000000
we wanted to,32.3119003827,0.0346737759,19.9648575011,0.0005819177,1,0.3444553011,0.8567988995,33,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0155104000,0.6666666667,1,1,0.0000000000,0.0000000000
was good and the,8.5440521576,0.0135736168,8.8450320915,0.0002467181,1,0.5189024173,1.0361731044,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0281618618,1.0000000000,1,1,0.0000000000,0.0000000000
fresh and delicious,95.0121181186,0.0426753290,18.7766413364,0.0003928084,1,0.2021129211,0.6224689459,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0134327039,0.3333333333,0,0,0.0000000000,0.0000000000
with the food,3.2958722891,0.0115664306,7.1560251843,0.0002178520,1,0.3070611323,0.6870346568,36,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0247948960,0.6666666667,1,0,0.0000000000,0.0000000000
they were so,7.7785875914,0.0093651188,6.4870166337,0.0001040839,1,0.2166598460,0.2293433735,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0125752651,1.0000000000,1,1,0.0000000000,0.0000000000
but very,2.5099092493,0.0077090626,4.8694872801,0.0000871584,1,0.1418514424,0.1103674392,28,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0129947063,1.0000000000,1,1,0.0000000000,0.0000000000
the problem,4.6872101990,0.0066030883,5.1236465657,0.0000574808,1,0.3685526598,1.6074310171,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0213029514,0.5000000000,1,0,0.0000000000,0.0000000000
it's worth the,9.8005304160,0.0105120570,7.2176979809,0.0001158076,1,0.0000000000,0.0000000000,10,0,0,0,0,0.0172544707,0.6666666667,1,1,0.0000000000,0.0000000000
korma is,9.3994063322,0.0119613449,9.5062581384,0.0001364247,1,0.2397448512,0.4173645031,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0115888565,0.5000000000,0,1,0.0000000000,0.0000000000
the same price,26.9514586441,0.0258562415,15.4504050281,0.0003676966,1,0.2115182549,0.8977234536,22,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157884269,0.6666666667,1,0,0.0000000000,0.0000000000
service is friendly,73.0318675889,0.0384995252,18.2047294795,0.0003918852,1,0.2369631318,0.5338893370,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0114383222,0.3333333333,0,0,0.0000000000,0.0000000000
indian restaurant is,2.0991414078,0.0048650103,2.3449187181,0.0000376241,1,0.2154207838,0.2689843530,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0150142787,0.3333333333,0,1,0.0000000000,0.0000000000
selection of vegetarian,149.7830965829,0.0551354054,21.2521857720,0.0004574864,1,0.0729854356,0.1346449900,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0097747825,0.3333333333,0,0,0.3344643139,-0.0019300900
but i found,14.5992325888,0.0128300377,8.4779682654,0.0001360286,1,0.2334960063,0.6280550514,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0158084250,1.0000000000,1,1,0.0000000000,0.0000000000
a wide variety,51.7601022481,0.0295873528,15.2851920838,0.0003003688,1,0.1174131054,0.4846162337,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0100159833,0.3333333333,1,0,0.0000000000,0.0000000000
the decor and,3.7430317822,0.0074070683,4.7589524178,0.0000870605,1,0.3343728970,1.5932182796,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0248555226,0.6666666667,1,1,0.0000000000,0.0000000000
this is not the,7.2934179840,0.0105364753,6.8830739377,0.0001613059,1,0.3644272061,0.7420744495,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0225261931,1.0000000000,1,1,0.0000000000,0.0000000000
was served,15.8339539249,0.0248180213,18.7338576406,0.0004297869,1,0.2966269344,0.8882190197,46,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0148597060,0.5000000000,1,0,0.0000000000,0.0000000000
can have,6.2760115336,0.0094986061,7.5730510614,0.0001056191,1,0.1129173602,0.1335109947,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0090604919,1.0000000000,1,1,0.0000000000,0.0000000000
of this world,91.0579765014,0.0573187755,25.5208776275,0.0007325022,1,0.1303932830,0.2202962234,32,0.0000000000,0.0937500000,0.0000000000,0.0312500000,0.0126447001,0.6666666667,1,0,0.0000000000,0.0000000000
favorite is the,21.0011366058,0.0153880758,9.6277964415,0.0001544775,1,0.2372770720,0.5060451417,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0219930453,0.6666666667,0,1,0.0000000000,0.0000000000
we'll be,126.5845747623,0.0438955197,20.5382445287,0.0002947451,1,0.0000000000,0.0000000000,18,0,0,0,0,0.0053949749,1.0000000000,1,1,0.0000000000,0.0000000000
of the best indian food,15.8186819674,0.0257584386,15.3736644374,0.0007238446,1,0.2509230711,0.6585409548,31,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0206932651,0.6000000000,1,0,0.0000000000,0.0000000000
indian restaurants in las,87.1419422263,0.0402641474,14.8171483075,0.0003324590,1,0.1267593203,0.2590609117,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0098603498,0.2500000000,0,0,0.0000000000,0.0000000000
i believe,37.3657564880,0.0389449416,25.0853242913,0.0005878783,1,0.1948379677,0.6934252373,48,0.0000000000,0.0000000000,0.0188679245,0.0000000000,0.0153987567,1.0000000000,1,1,0.0000000000,0.0000000000
no spice,45.1703044602,0.0254826459,15.7108461464,0.0002191145,1,0.1311669126,0.1388616740,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0044437658,0.5000000000,1,0,0.0000000000,0.0000000000
meal in,3.2222399843,0.0057182497,4.0532648115,0.0000474944,1,0.1436060989,0.2003196739,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0109866348,0.5000000000,0,1,0.0000000000,0.0000000000
and there is,6.5676175965,0.0158674195,10.9747328042,0.0003246921,1,0.3614143265,0.5699562831,34,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0202413145,1.0000000000,1,1,0.0000000000,0.0000000000
was brought,7.6333426573,0.0107792161,8.6232768407,0.0001237530,1,0.2481280647,0.6285299048,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0146887883,0.5000000000,1,0,0.0000000000,0.0000000000
found the,4.0858549340,0.0113067004,8.5616767819,0.0001761598,1,0.2656533353,1.1653700731,37,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0221592928,1.0000000000,1,1,0.0000000000,0.0000000000
after our,14.4749174524,0.0139946354,10.6896692827,0.0001446343,1,0.1230844794,0.2063408060,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0067003087,1.0000000000,1,1,0.0000000000,0.0000000000
